pair,entry_dt,exit_dt,dir,entry_a,entry_b,exit_a,pnl,days_held,exit_b
AMBUJACEM.NS : HAVELLS.NS,2021-07-14,2021-07-16,LONG,362.021484375,1001.9923706054688,371.7756652832031,-44.083160400390625,2,
JINDALSTEL.NS : HINDZINC.NS,2021-07-15,2021-07-16,SHORT,392.2441101074219,227.0395965576172,401.0869140625,-10.869979858398438,1,
VEDL.NS : HINDZINC.NS,2021-07-07,2021-07-16,LONG,134.4279022216797,218.11363220214844,134.5513458251953,-6.7753448486328125,9,
HINDZINC.NS : POWERGRID.NS,2021-07-15,2021-07-19,LONG,227.0395965576172,105.5188446044922,222.2987060546875,-6.0003280639648295,4,
GAIL.NS : LICHSGFIN.NS,2021-07-14,2021-07-19,SHORT,82.64818572998047,428.9690551757813,80.69169616699219,-7.868278503418026,5,
TCS.NS : HDFCBANK.NS,2021-07-06,2021-07-19,SHORT,3056.421875,1479.655517578125,2990.136474609375,4.8701171875,13,
HINDZINC.NS : SBILIFE.NS,2021-07-06,2021-07-20,SHORT,219.29067993164065,1015.0985717773438,217.7539825439453,-6.797286987304659,14,
ABB.NS : HINDZINC.NS,2021-07-15,2021-07-20,SHORT,1760.808349609375,227.0395965576172,1701.373779296875,50.148956298828125,5,
IOC.NS : HINDZINC.NS,2021-07-15,2021-07-20,SHORT,55.76333999633789,227.0395965576172,55.39613342285156,-8.918407440185547,5,
CGPOWER.NS : HINDZINC.NS,2021-07-15,2021-07-20,SHORT,76.97432708740234,227.0395965576172,73.3607406616211,-5.672027587890625,5,
TCS.NS : SBILIFE.NS,2021-07-06,2021-07-20,SHORT,3056.421875,1015.0985717773438,3010.0419921875,38.0458984375,14,
HINDZINC.NS : GAIL.NS,2021-06-24,2021-07-22,LONG,219.7484588623047,85.1077880859375,213.8631591796875,-1.1617507934570312,28,
CEATLTD.NS : HAL.NS,2021-07-14,2021-07-22,LONG,1375.2623291015625,516.157958984375,1320.0546875,-55.487548828125,8,
NTPC.NS : CEATLTD.NS,2021-07-14,2021-07-22,SHORT,100.66878509521484,1375.2623291015625,99.37654113769533,-53.91539764404298,8,
CGPOWER.NS : CEATLTD.NS,2021-07-07,2021-07-22,LONG,78.26136779785156,1280.544677734375,76.82582092285156,-40.945556640625,15,
SBIN.NS : GRASIM.NS,2021-07-13,2021-07-23,SHORT,407.6168518066406,1546.88818359375,407.4268798828125,-26.447479248046875,10,
BDL.NS : CEATLTD.NS,2021-07-14,2021-07-23,SHORT,182.31967163085935,1375.2623291015625,189.82118225097656,-57.396163940429716,9,
SBILIFE.NS : HAVELLS.NS,2021-07-14,2021-07-27,LONG,1044.1182861328125,1001.9923706054688,1096.4532470703125,-81.59698486328125,13,
AMBUJACEM.NS : SBILIFE.NS,2021-07-19,2021-07-27,LONG,375.1726684570313,1029.682861328125,396.7677917480469,-45.17526245117193,8,
BEL.NS : BDL.NS,2021-07-22,2021-07-28,SHORT,57.9554443359375,195.4232482910156,59.66740417480469,-5.606964111328097,6,
HINDZINC.NS : POWERGRID.NS,2021-07-22,2021-07-29,SHORT,213.8631591796875,106.82406616210938,211.5744781494141,-2.3140335083008097,7,
CEATLTD.NS : HINDZINC.NS,2021-07-14,2021-07-29,LONG,1375.2623291015625,219.1925811767578,1286.775634765625,-80.86859130859378,15,
TATASTEEL.NS : AMBUJACEM.NS,2021-07-12,2021-07-29,SHORT,51.77283477783203,360.8082885742187,61.54762649536133,26.136188507080135,17,
JINDALSTEL.NS : AMBUJACEM.NS,2021-07-08,2021-07-29,SHORT,381.9192504882813,350.13201904296875,432.3577575683594,-3.851257324218693,21,
ULTRACEMCO.NS : JINDALSTEL.NS,2021-07-19,2021-07-29,LONG,7159.927734375,388.7366638183594,7539.93798828125,336.38916015625,10,
SBIN.NS : TATAPOWER.NS,2021-07-29,2021-07-30,LONG,419.4435119628906,120.09552001953124,410.18170166015625,-11.463150024414077,1,
NTPC.NS : POWERGRID.NS,2021-07-29,2021-08-02,LONG,97.33399963378906,102.22135162353516,98.1676788330078,-1.364646911621108,4,
GRASIM.NS : APOLLOHOSP.NS,2021-07-26,2021-08-02,SHORT,1520.986572265625,4050.600341796875,1561.6051025390625,-92.1854248046875,7,
TCS.NS : ICICIPRULI.NS,2021-06-28,2021-08-02,SHORT,3126.172607421875,617.6884155273438,3022.81103515625,117.5675048828125,35,
APOLLOHOSP.NS : TCS.NS,2021-07-06,2021-08-03,LONG,3661.2822265625,3056.421875,4043.04296875,353.87109375,28,
SBIN.NS : JINDALSTEL.NS,2021-07-27,2021-08-03,SHORT,408.42431640625,414.7709655761719,424.1457214355469,-13.79473876953125,7,
NTPC.NS : BEL.NS,2021-07-28,2021-08-03,SHORT,97.37567901611328,59.66740417480469,98.0843276977539,-3.1273841857910156,6,
TATASTEEL.NS : SBIN.NS,2021-07-09,2021-08-03,LONG,52.29607009887695,402.5346984863281,59.37873840332031,-14.52835464477539,25,
CGPOWER.NS : BDL.NS,2021-07-09,2021-08-03,SHORT,77.02383422851562,183.5458984375,82.22145080566406,9.324462890625,25,
BDL.NS : POWERGRID.NS,2021-07-28,2021-08-04,LONG,191.5282440185547,104.4654769897461,199.10183715820312,5.024185180664048,7,
APOLLOHOSP.NS : HDFCBANK.NS,2021-07-19,2021-08-04,LONG,3836.62841796875,1418.240234375,4017.062255859375,185.9293212890625,16,
SBIN.NS : VEDL.NS,2021-07-26,2021-08-04,SHORT,402.1072387695313,134.35385131835938,434.0725402832031,-12.757766723632756,9,
SIEMENS.NS : MGL.NS,2021-07-29,2021-08-04,LONG,1925.3826904296875,1005.7785034179688,2013.735595703125,29.11993408203125,6,
SBIN.NS : AMBUJACEM.NS,2021-07-08,2021-08-04,SHORT,403.1996765136719,350.13201904296875,434.0725402832031,25.711181640625,27,
CGPOWER.NS : JINDALSTEL.NS,2021-07-27,2021-08-04,SHORT,76.28132629394531,414.7709655761719,86.33004760742188,-13.852554321289062,8,
COALINDIA.NS : BDL.NS,2021-07-20,2021-08-05,SHORT,100.91422271728516,184.7961273193359,102.71499633789062,5.147712707519588,16,
BAJFINANCE.NS : HDFCBANK.NS,2021-07-20,2021-08-05,LONG,5865.796875,1391.3890380859375,6168.2744140625,262.273193359375,16,
SBIN.NS : CGPOWER.NS,2021-07-29,2021-08-05,LONG,419.4435119628906,78.11286163330078,419.7285461425781,-6.7441253662109375,7,
JSWSTEEL.NS : HDFCBANK.NS,2021-07-19,2021-08-05,LONG,669.381591796875,1418.240234375,731.5370483398438,48.80230712890625,17,
NTPC.NS : BDL.NS,2021-07-22,2021-08-06,SHORT,99.37654113769533,195.4232482910156,98.0843276977539,-2.6027908325194886,15,
TCS.NS : INFY.NS,2021-06-15,2021-08-06,SHORT,3056.843017578125,1369.616455078125,3107.69140625,112.977783203125,52,
HINDZINC.NS : MGL.NS,2021-08-02,2021-08-09,SHORT,212.1956787109375,1075.6241455078125,207.6836700439453,-35.21833801269531,7,
BDL.NS : HAL.NS,2021-07-20,2021-08-09,LONG,184.7961273193359,497.525634765625,188.33050537109375,-5.396987915039034,20,
LT.NS : APOLLOTYRE.NS,2021-07-19,2021-08-09,LONG,1531.3406982421875,216.83840942382812,1536.9837646484375,7.952407836914034,21,
HDFCBANK.NS : HAVELLS.NS,2021-07-19,2021-08-09,SHORT,1418.240234375,1067.586669921875,1449.960205078125,111.1768798828125,21,
TCS.NS : SBILIFE.NS,2021-07-27,2021-08-09,SHORT,2988.587158203125,1096.4532470703125,3119.8037109375,-100.1629638671875,13,
TCS.NS : HAVELLS.NS,2021-07-12,2021-08-10,SHORT,2991.588134765625,1021.3914184570312,3130.319580078125,38.94647216796875,29,
BEL.NS : BDL.NS,2021-07-30,2021-08-11,SHORT,58.00255584716797,201.9870452880859,54.10744857788086,-17.743778228759766,12,
NTPC.NS : HAL.NS,2021-08-10,2021-08-12,SHORT,95.33312225341795,515.2018432617188,99.3348617553711,-4.071624755859389,2,
APOLLOHOSP.NS : SBILIFE.NS,2021-07-28,2021-08-12,SHORT,3979.5234375,1124.48095703125,4082.952880859375,-102.78466796875,15,
CGPOWER.NS : HINDZINC.NS,2021-07-22,2021-08-12,LONG,76.82582092285156,213.8631591796875,78.4593734741211,6.374427795410156,21,
HAL.NS : MGL.NS,2021-07-28,2021-08-12,LONG,510.8878173828125,1015.257568359375,515.1319580078125,-20.74609375,15,
NTPC.NS : HINDZINC.NS,2021-07-22,2021-08-13,LONG,99.37654113769533,213.8631591796875,98.58453369140624,3.229568481445284,22,
HINDZINC.NS : POWERGRID.NS,2021-08-12,2021-08-16,SHORT,209.12228393554688,114.18992614746094,216.3480987548828,-11.0728759765625,4,
IOC.NS : GAIL.NS,2021-08-12,2021-08-16,SHORT,55.398414611816406,84.2134017944336,57.04812240600586,-2.8515663146972656,4,
HINDZINC.NS : GAIL.NS,2021-08-06,2021-08-16,SHORT,208.2068328857422,83.15129089355469,216.3480987548828,-8.281013488769531,10,
HINDZINC.NS : SBILIFE.NS,2021-07-26,2021-08-16,SHORT,213.5035095214844,1068.177490234375,216.3480987548828,59.11390686035159,21,
LT.NS : HINDZINC.NS,2021-07-14,2021-08-16,LONG,1469.5963134765625,219.1925811767578,1593.413818359375,126.6619873046875,33,
JINDALSTEL.NS : HINDZINC.NS,2021-07-22,2021-08-16,LONG,389.6752624511719,213.8631591796875,425.1452026367187,32.985000610351506,25,
ABB.NS : HINDZINC.NS,2021-07-28,2021-08-16,LONG,1681.62841796875,206.80091857910156,1740.369873046875,49.19427490234375,19,
JSWSTEEL.NS : HAVELLS.NS,2021-07-19,2021-08-16,SHORT,669.381591796875,1067.586669921875,730.0035400390625,72.67333984375,28,
ULTRACEMCO.NS : GRASIM.NS,2021-07-23,2021-08-16,LONG,7334.16796875,1520.250732421875,7228.61572265625,-51.9632568359375,24,
TATAPOWER.NS : HINDZINC.NS,2021-07-22,2021-08-16,LONG,121.02497100830078,213.8631591796875,129.24331665039062,5.733406066894531,25,
VEDL.NS : HINDZINC.NS,2021-07-26,2021-08-17,LONG,134.35385131835938,213.5035095214844,149.685302734375,21.11859130859378,22,
APOLLOHOSP.NS : TCS.NS,2021-08-13,2021-08-18,SHORT,4014.79052734375,3251.911865234375,4732.69384765625,-626.686279296875,5,
MRF.NS : HINDZINC.NS,2021-08-16,2021-08-18,SHORT,78257.875,216.3480987548828,78942.71875,-691.1213836669922,2,
SBIN.NS : VEDL.NS,2021-08-06,2021-08-18,SHORT,413.83892822265625,155.11672973632812,398.6875,6.1402130126953125,12,
JSWSTEEL.NS : GRASIM.NS,2021-07-20,2021-08-18,SHORT,653.6629638671875,1544.3863525390625,706.8090209960938,-120.73797607421875,29,
BEL.NS : POWERGRID.NS,2021-07-28,2021-08-23,LONG,59.66740417480469,104.4654769897461,55.018402099609375,-7.442672729492173,26,
BDL.NS : POWERGRID.NS,2021-08-12,2021-08-23,SHORT,184.7961273193359,114.18992614746094,178.7853240966797,-0.9199752807617614,11,
CEATLTD.NS : HINDZINC.NS,2021-08-11,2021-08-23,SHORT,1242.773681640625,206.73550415039065,1243.4498291015625,-4.534255981445341,12,
AMBUJACEM.NS : HAVELLS.NS,2021-08-03,2021-08-25,SHORT,409.77337646484375,1206.368408203125,385.3636474609375,-2.09246826171875,22,
TATASTEEL.NS : AMBUJACEM.NS,2021-08-16,2021-08-25,LONG,64.11317443847656,384.5871887207031,58.661399841308594,-6.228233337402344,9,
GRASIM.NS : HAVELLS.NS,2021-07-19,2021-08-25,SHORT,1529.375244140625,1067.586669921875,1424.1639404296875,217.4908447265625,37,
NTPC.NS : POWERGRID.NS,2021-08-05,2021-08-25,SHORT,97.12557220458984,106.98434448242188,95.04132843017578,2.2674331665039062,20,
GAIL.NS : LICHSGFIN.NS,2021-07-26,2021-08-26,LONG,79.01469421386719,402.6787109375,79.74138641357422,52.03376007080078,31,
APOLLOHOSP.NS : SBILIFE.NS,2021-08-17,2021-08-27,LONG,4860.7998046875,1125.869873046875,4710.15673828125,-199.505615234375,10,
SIEMENS.NS : MGL.NS,2021-08-11,2021-08-27,LONG,2159.692626953125,1013.9874877929688,2190.047119140625,17.60968017578125,16,
SBIN.NS : TATAPOWER.NS,2021-08-04,2021-08-30,LONG,434.0725402832031,128.80303955078125,401.5372924804687,-30.089309692382855,26,
IOC.NS : LICHSGFIN.NS,2021-07-26,2021-08-30,LONG,54.89777374267578,402.6787109375,57.12794494628906,43.39405059814459,35,
APOLLOHOSP.NS : AMBUJACEM.NS,2021-08-16,2021-08-30,LONG,4292.38037109375,384.5871887207031,4702.6923828125,389.4933776855469,14,
SBIN.NS : CGPOWER.NS,2021-08-20,2021-08-30,SHORT,386.33831787109375,80.14239501953125,401.5372924804687,-10.941864013671818,10,
TATASTEEL.NS : SBIN.NS,2021-08-16,2021-08-30,LONG,64.11317443847656,403.57965087890625,60.78809356689453,-1.2827224731444744,14,
ICICIPRULI.NS : INFY.NS,2021-08-25,2021-08-30,SHORT,653.3779907226562,1612.75390625,656.966796875,-38.43560791015625,5,
TCS.NS : HAVELLS.NS,2021-08-17,2021-09-01,LONG,3336.0869140625,1199.608154296875,3488.100830078125,34.1005859375,15,
APOLLOHOSP.NS : HAVELLS.NS,2021-07-22,2021-09-01,SHORT,3936.946044921875,1127.988525390625,4980.947265625,-854.46826171875,41,
HINDZINC.NS : APOLLOTYRE.NS,2021-08-23,2021-09-01,LONG,202.8773956298828,197.5938262939453,211.05133056640625,-4.6718292236328125,9,
TCS.NS : SBILIFE.NS,2021-08-18,2021-09-01,LONG,3343.12890625,1105.2833251953125,3488.100830078125,39.3597412109375,14,
LT.NS : APOLLOTYRE.NS,2021-08-23,2021-09-02,LONG,1520.916015625,197.5938262939453,1622.37451171875,85.77415466308597,10,
BDL.NS : CEATLTD.NS,2021-08-25,2021-09-02,LONG,184.8201904296875,1235.480224609375,190.32606506347656,-24.515243530273438,8,
ULTRACEMCO.NS : APOLLOHOSP.NS,2021-08-12,2021-09-03,SHORT,7348.705078125,4082.952880859375,7802.44580078125,420.036376953125,22,
ABB.NS : HINDZINC.NS,2021-08-20,2021-09-03,LONG,1697.0684814453125,201.4714813232422,1829.7440185546875,121.59165954589844,14,
COALINDIA.NS : HAL.NS,2021-08-18,2021-09-03,SHORT,97.7010726928711,522.4310302734375,105.92149353027344,119.75797271728516,16,
CGPOWER.NS : CEATLTD.NS,2021-08-23,2021-09-03,LONG,82.6669692993164,1243.4498291015625,90.53765106201172,-33.18937683105469,11,
TCS.NS : ICICIPRULI.NS,2021-08-25,2021-09-03,LONG,3435.56787109375,653.3779907226562,3607.439697265625,129.652587890625,9,
CGPOWER.NS : JINDALSTEL.NS,2021-08-20,2021-09-03,LONG,80.14239501953125,372.33551025390625,90.53765106201172,-5.166053771972656,14,
CEATLTD.NS : HAL.NS,2021-08-25,2021-09-06,SHORT,1235.480224609375,582.176025390625,1298.423583984375,-10.28741455078125,12,
JINDALSTEL.NS : HINDZINC.NS,2021-08-23,2021-09-07,SHORT,359.2442321777344,202.8773956298828,395.0599670410156,-23.58750915527341,15,
GRASIM.NS : APOLLOHOSP.NS,2021-08-16,2021-09-07,SHORT,1466.6617431640625,4292.38037109375,1529.1785888671875,465.917724609375,22,
ICICIBANK.NS : APOLLOHOSP.NS,2021-08-16,2021-09-07,SHORT,681.2114868164062,4292.38037109375,695.0267333984375,514.6193237304688,22,
JSWSTEEL.NS : APOLLOHOSP.NS,2021-08-17,2021-09-08,SHORT,713.3265380859375,4860.7998046875,658.503173828125,-50.0531005859375,22,
NTPC.NS : CEATLTD.NS,2021-09-06,2021-09-08,SHORT,97.0838851928711,1298.423583984375,97.74061584472656,-27.40624237060547,2,
MRF.NS : HINDZINC.NS,2021-09-03,2021-09-08,LONG,81977.8671875,212.55535888671875,79831.0,-2150.0713958740234,5,
ULTRACEMCO.NS : GRASIM.NS,2021-08-27,2021-09-08,LONG,7444.0478515625,1434.5916748046875,7864.482421875,303.9593505859375,12,
NTPC.NS : HAL.NS,2021-08-20,2021-09-09,SHORT,95.16638946533205,525.3927001953125,98.16911315917967,112.56954193115237,20,
HINDZINC.NS : SBILIFE.NS,2021-08-27,2021-09-09,SHORT,208.07603454589844,1174.732421875,215.43258666992188,-18.121322631835938,13,
IOC.NS : HINDZINC.NS,2021-08-31,2021-09-13,LONG,58.99052047729492,210.39739990234375,60.666839599609375,-7.249645233154297,13,
ULTRACEMCO.NS : JINDALSTEL.NS,2021-08-16,2021-09-13,SHORT,7228.61572265625,425.1452026367187,7816.8115234375,-614.6747741699219,28,
JSWSTEEL.NS : HDFCBANK.NS,2021-08-20,2021-09-13,SHORT,656.1549072265625,1460.4210205078125,665.5477905273438,29.94378662109375,24,
LT.NS : HINDZINC.NS,2021-09-13,2021-09-14,SHORT,1608.42333984375,219.3233642578125,1632.236572265625,-25.382614135742188,1,
IGL.NS : HDFCLIFE.NS,2021-08-25,2021-09-14,SHORT,257.55859375,681.06103515625,288.0573425292969,20.663787841796875,20,
GAIL.NS : LICHSGFIN.NS,2021-09-07,2021-09-14,SHORT,80.60783386230469,385.6673583984375,87.20404815673828,-10.553459167480469,7,
JINDALSTEL.NS : AMBUJACEM.NS,2021-08-27,2021-09-14,SHORT,367.049560546875,397.98095703125,396.2950134277344,-7.50469970703125,18,
SBIN.NS : AMBUJACEM.NS,2021-08-27,2021-09-15,SHORT,391.8004760742187,397.98095703125,421.6283874511719,-3.622589111328182,19,
TATAPOWER.NS : HINDZINC.NS,2021-09-13,2021-09-15,SHORT,128.2160186767578,219.3233642578125,137.02139282226562,-9.426574707031278,2,
HINDZINC.NS : MGL.NS,2021-09-06,2021-09-16,SHORT,214.51710510253903,1077.2568359375,218.99642944335935,-16.044387817382812,10,
MGL.NS : POWERGRID.NS,2021-09-06,2021-09-16,LONG,1077.2568359375,106.31263732910156,1065.6917724609375,-16.76575469970703,10,
TATASTEEL.NS : AMBUJACEM.NS,2021-09-02,2021-09-17,SHORT,60.1340446472168,416.08209228515625,58.47994613647461,-6.983963012695369,15,
APOLLOHOSP.NS : TCS.NS,2021-09-15,2021-09-17,SHORT,4736.7958984375,3713.06982421875,4851.65625,-233.82275390625,2,
SIEMENS.NS : MGL.NS,2021-09-06,2021-09-17,SHORT,2200.937255859375,1077.2568359375,2149.0,17.46728515625,11,
TCS.NS : HDFCBANK.NS,2021-09-14,2021-09-17,LONG,3648.612060546875,1493.0086669921875,3594.107421875,-86.899658203125,3,
TCS.NS : SBILIFE.NS,2021-09-13,2021-09-17,LONG,3610.5390625,1155.9810791015625,3594.107421875,-49.8167724609375,4,
AMBUJACEM.NS : SBILIFE.NS,2021-09-09,2021-09-17,LONG,425.4480285644531,1163.9676513671875,407.4440307617187,-43.40255737304693,8,
SBIN.NS : TATAPOWER.NS,2021-09-16,2021-09-20,LONG,440.4845886230469,137.2170867919922,415.548828125,-19.114425659179688,4,
SBIN.NS : GRASIM.NS,2021-09-07,2021-09-20,SHORT,407.6168518066406,1529.1785888671875,415.548828125,-26.475555419921875,13,
IOC.NS : LICHSGFIN.NS,2021-09-07,2021-09-20,SHORT,59.52268981933594,385.6673583984375,60.98614501953125,-11.658309936523438,13,
HDFCBANK.NS : HAVELLS.NS,2021-08-25,2021-09-20,LONG,1501.5413818359375,1179.8662109375,1503.9033203125,-196.4786376953125,26,
SBIN.NS : CGPOWER.NS,2021-09-15,2021-09-20,LONG,421.6283874511719,88.11209106445312,415.548828125,-9.000122070312514,5,
CGPOWER.NS : CEATLTD.NS,2021-09-15,2021-09-20,SHORT,88.11209106445312,1317.5792236328125,91.03265380859376,-32.07058715820314,5,
ICICIPRULI.NS : INFY.NS,2021-09-03,2021-09-20,LONG,695.5972290039062,1580.3231201171875,676.4564819335938,-7.246337890625,17,
TCS.NS : INFY.NS,2021-08-18,2021-09-21,LONG,3343.12890625,1610.802490234375,3627.0634765625,297.8734130859375,34,
GRASIM.NS : HAVELLS.NS,2021-09-01,2021-09-21,SHORT,1461.8414306640625,1317.521484375,1531.834716796875,-4.9866943359375,20,
JSWSTEEL.NS : HDFCBANK.NS,2021-09-20,2021-09-21,SHORT,606.890625,1503.9033203125,641.1551513671875,-41.881103515625,1,
BDL.NS : HAL.NS,2021-08-25,2021-09-22,SHORT,184.8201904296875,582.176025390625,184.2274169921875,51.2431640625,28,
JSWSTEEL.NS : APOLLOHOSP.NS,2021-09-20,2021-09-22,SHORT,606.890625,4821.853515625,650.3563232421875,-16.9744873046875,2,
NTPC.NS : CEATLTD.NS,2021-09-14,2021-09-22,SHORT,99.32605743408205,1311.4552001953125,109.39514923095705,12.418212890625,8,
SBIN.NS : VEDL.NS,2021-09-16,2021-09-22,LONG,440.4845886230469,162.2450714111328,416.8787231445313,-16.152374267578068,6,
SBILIFE.NS : HAVELLS.NS,2021-08-27,2021-09-22,LONG,1174.732421875,1209.9937744140625,1181.92529296875,-174.501953125,26,
JSWSTEEL.NS : HAVELLS.NS,2021-08-20,2021-09-22,SHORT,656.1549072265625,1211.267333984375,650.3563232421875,186.2198486328125,33,
LT.NS : APOLLOTYRE.NS,2021-09-22,2021-09-24,SHORT,1646.1396484375,223.76646423339844,1701.7999267578125,-59.268646240234375,2,
BDL.NS : CEATLTD.NS,2021-09-14,2021-09-24,SHORT,189.46051025390625,1311.4552001953125,185.28704833984375,-16.451904296875,10,
BAJFINANCE.NS : HDFCBANK.NS,2021-09-21,2021-09-24,LONG,7713.83544921875,1496.2867431640625,7693.6474609375,-68.0091552734375,3,
BPCL.NS : MGL.NS,2021-09-16,2021-09-27,SHORT,188.78598022460935,1065.6917724609375,180.85272216796875,-65.92214965820315,11,
AMBUJACEM.NS : HAVELLS.NS,2021-09-01,2021-09-27,SHORT,409.0939636230469,1317.521484375,405.6969909667969,46.3101806640625,26,
VEDL.NS : HINDZINC.NS,2021-09-22,2021-09-27,LONG,154.7915802001953,207.814453125,150.9597930908203,-6.41473388671875,5,
